registration,operator_slug,fleet_no,last_route,vehicle_type
YY64GVV,abellio-london,8205,E5,ADL Enviro200
YY64GVW,abellio-london,8206,367,ADL Enviro200
YY64GVX,abellio-london,8207,367,ADL Enviro200
YX16OAW,abellio-london,8210,367,ADL Enviro200 MMC
YX16OAY,abellio-london,8211,404,ADL Enviro200 MMC
YX16OAZ,abellio-london,8212,367,ADL Enviro200 MMC
YX16OBA,abellio-london,8213,367,ADL Enviro200 MMC
YX16OBC,abellio-london,8214,404,ADL Enviro200 MMC
YX16OBD,abellio-london,8215,404,ADL Enviro200 MMC
YX16OBE,abellio-london,8216,367,ADL Enviro200 MMC
YX16OBF,abellio-london,8217,367,ADL Enviro200 MMC
YX16OBG,abellio-london,8218,464,ADL Enviro200 MMC
YX16OBH,abellio-london,8219,S3,ADL Enviro200 MMC
YX67VDY,abellio-london,8220,H28,ADL Enviro200 MMC
YX67VDZ,abellio-london,8221,H28,ADL Enviro200 MMC
YX67VEA,abellio-london,8222,H28,ADL Enviro200 MMC
YX67VEB,abellio-london,8223,195,ADL Enviro200 MMC
YX67VEF,abellio-london,8224,H28,ADL Enviro200 MMC
YX67VEH,abellio-london,8225,490,ADL Enviro200 MMC
YX67VEK,abellio-london,8226,H28,ADL Enviro200 MMC
YX67VEL,abellio-london,8227,H28,ADL Enviro200 MMC
YX67VEM,abellio-london,8228,H28,ADL Enviro200 MMC
YX67VEO,abellio-london,8229,195,ADL Enviro200 MMC
YX67VEP,abellio-london,8230,H28,ADL Enviro200 MMC
YX67VEU,abellio-london,8231,H28,ADL Enviro200 MMC
YX19OPM,abellio-london,8232,E10,ADL Enviro200 MMC
YX19OPN,abellio-london,8233,E10,ADL Enviro200 MMC
YX19OPO,abellio-london,8234,E10,ADL Enviro200 MMC
YX19OPP,abellio-london,8235,E10,ADL Enviro200 MMC
YX19OPR,abellio-london,8236,E10,ADL Enviro200 MMC
YX19OPS,abellio-london,8237,E10,ADL Enviro200 MMC
YX19OPT,abellio-london,8238,E10,ADL Enviro200 MMC
YX19OPU,abellio-london,8239,E10,ADL Enviro200 MMC
YX19OPV,abellio-london,8240,E10,ADL Enviro200 MMC
YX19OOA,abellio-london,8241,E11,ADL Enviro200 MMC
YX19OOB,abellio-london,8242,E11,ADL Enviro200 MMC
YX19OOC,abellio-london,8243,E11,ADL Enviro200 MMC
YX19OOD,abellio-london,8244,E11,ADL Enviro200 MMC
YX19OOE,abellio-london,8245,E11,ADL Enviro200 MMC
YX19OOG,abellio-london,8246,E11,ADL Enviro200 MMC
YY64TXB,abellio-london,8251,195,ADL Enviro200
YY64TXC,abellio-london,8252,367,ADL Enviro200
YY64TXD,abellio-london,8253,367,ADL Enviro200
YY64TXE,abellio-london,8254,367,ADL Enviro200
YY64TXF,abellio-london,8255,315,ADL Enviro200
YX14RYU,abellio-london,8256,367,ADL Enviro200
YX14RYV,abellio-london,8257,E10,ADL Enviro200
YX14RYW,abellio-london,8258,E5,ADL Enviro200
YX10EBA,abellio-london,8321,201,ADL Enviro200
YX10EBC,abellio-london,8322,H28,ADL Enviro200
YX10EBD,abellio-london,8323,201,ADL Enviro200
YX10EBF,abellio-london,8324,201,ADL Enviro200
YX10EBG,abellio-london,8325,367,ADL Enviro200
YX10EBJ,abellio-london,8326,U7,ADL Enviro200
YX10EBL,abellio-london,8328,H28,ADL Enviro200
YX10EBM,abellio-london,8329,350,ADL Enviro200
YX11AHA,abellio-london,8330,201,ADL Enviro200
YX11AHC,abellio-london,8331,P13,ADL Enviro200
YX11AHD,abellio-london,8332,367,ADL Enviro200
YX11AHE,abellio-london,8333,P13,ADL Enviro200
YX11AHF,abellio-london,8334,P13,ADL Enviro200
YX11AHG,abellio-london,8335,P13,ADL Enviro200
YX11AHJ,abellio-london,8336,P13,ADL Enviro200
YX11AHK,abellio-london,8337,P13,ADL Enviro200
YX11AHL,abellio-london,8338,P13,ADL Enviro200
YX11AHN,abellio-london,8339,P13,ADL Enviro200
YX11AHO,abellio-london,8340,P13,ADL Enviro200
YX11AHP,abellio-london,8341,P13,ADL Enviro200
YX11AHU,abellio-london,8342,P13,ADL Enviro200
YX66WFD,abellio-london,8343,P13,ADL Enviro200 MMC
YX66WFE,abellio-london,8344,P13,ADL Enviro200 MMC
YX66WFG,abellio-london,8346,P13,ADL Enviro200 MMC
YX66WFH,abellio-london,8347,P13,ADL Enviro200 MMC
YX11HPA,abellio-london,8567,H28,ADL Enviro200
YX11HPC,abellio-london,8568,201,ADL Enviro200
YX11HPE,abellio-london,8569,H25,ADL Enviro200
YX11HPF,abellio-london,8570,130,ADL Enviro200
YX62DAU,abellio-london,8583,201,ADL Enviro200
YX62DBU,abellio-london,8584,493,ADL Enviro200
YX62DFE,abellio-london,8587,493,ADL Enviro200
YX62DFO,abellio-london,8588,130,ADL Enviro200
YX62DVC,abellio-london,8590,493,ADL Enviro200
YX62DVG,abellio-london,8591,493,ADL Enviro200
YX12DLJ,abellio-london,8780,H25,ADL Enviro200
YX12DLK,abellio-london,8781,H25,ADL Enviro200
YX12DLN,abellio-london,8782,273,ADL Enviro200
YX12DLU,abellio-london,8784,433,ADL Enviro200
YX12DLV,abellio-london,8785,417,ADL Enviro200
YX12DLY,abellio-london,8786,H25,ADL Enviro200
YX12DLZ,abellio-london,8787,H25,ADL Enviro200
YX12GHA,abellio-london,8788,490,ADL Enviro200
YX12GHB,abellio-london,8789,H25,ADL Enviro200
YX12GHD,abellio-london,8790,490,ADL Enviro200
YX12GHF,abellio-london,8791,490,ADL Enviro200
YX12GHG,abellio-london,8792,490,ADL Enviro200
YX12GHH,abellio-london,8793,R68,ADL Enviro200
YX13EFM,abellio-london,8806,H25,ADL Enviro200
YX13EFN,abellio-london,8807,490,ADL Enviro200
YX13EFO,abellio-london,8808,R70,ADL Enviro200
YX13EFP,abellio-london,8809,H25,ADL Enviro200
YX13EFR,abellio-london,8810,H25,ADL Enviro200
YX13EFS,abellio-london,8811,490,ADL Enviro200
YX13EFT,abellio-london,8812,H25,ADL Enviro200
YX13EFU,abellio-london,8813,H25,ADL Enviro200
YX13EFV,abellio-london,8814,H25,ADL Enviro200
YX13EFW,abellio-london,8815,H25,ADL Enviro200
YY64TZP,abellio-london,8820,130,ADL Enviro200
YY64TZR,abellio-london,8821,201,ADL Enviro200
YY64TZS,abellio-london,8822,201,ADL Enviro200
YY64TZT,abellio-london,8823,201,ADL Enviro200
YY64TZU,abellio-london,8824,201,ADL Enviro200
YY64TZV,abellio-london,8825,201,ADL Enviro200
YY64YJH,abellio-london,8826,201,ADL Enviro200
YY64YJJ,abellio-london,8827,201,ADL Enviro200
YY64YJK,abellio-london,8828,201,ADL Enviro200
YY64YJL,abellio-london,8829,201,ADL Enviro200
YY64YJM,abellio-london,8830,201,ADL Enviro200
YY64YJN,abellio-london,8831,490,ADL Enviro200
YY64YJO,abellio-london,8832,490,ADL Enviro200
YY64YJP,abellio-london,8833,490,ADL Enviro200
YY64YJR,abellio-london,8834,490,ADL Enviro200
YY64YJS,abellio-london,8835,490,ADL Enviro200
YY64YJT,abellio-london,8836,490,ADL Enviro200
YY64YJV,abellio-london,8838,490,ADL Enviro200
YY64YJW,abellio-london,8839,490,ADL Enviro200
YY64YJX,abellio-london,8840,490,ADL Enviro200
YY64YJZ,abellio-london,8841,490,ADL Enviro200
YY64YKA,abellio-london,8842,490,ADL Enviro200
YY64YKB,abellio-london,8843,201,ADL Enviro200
YX16NZT,abellio-london,8845,U7,ADL Enviro200 MMC
YX16NZV,abellio-london,8847,465,ADL Enviro200 MMC
YX16OAO,abellio-london,8860,130,ADL Enviro200 MMC
YX16OAU,abellio-london,8863,U7,ADL Enviro200 MMC
YX16OFR,abellio-london,8865,U7,ADL Enviro200 MMC
YX16OFS,abellio-london,8866,U7,ADL Enviro200 MMC
YX16OFT,abellio-london,8867,465,ADL Enviro200 MMC
YX16OFU,abellio-london,8868,R68,ADL Enviro200 MMC
YX16OFV,abellio-london,8869,490,ADL Enviro200 MMC
YX16OFW,abellio-london,8870,H25,ADL Enviro200 MMC
YX16OFY,abellio-london,8871,R68,ADL Enviro200 MMC
YX16OFZ,abellio-london,8872,490,ADL Enviro200 MMC
YX16OGA,abellio-london,8873,465,ADL Enviro200 MMC
YX16OGB,abellio-london,8874,465,ADL Enviro200 MMC
YX16OGC,abellio-london,8875,195,ADL Enviro200 MMC
SN17MMV,abellio-london,8876,195,ADL Enviro200 MMC
SN17MMX,abellio-london,8877,195,ADL Enviro200 MMC
SN17MOA,abellio-london,8878,195,ADL Enviro200 MMC
SN17MOF,abellio-london,8879,195,ADL Enviro200 MMC
SN17MOU,abellio-london,8880,195,ADL Enviro200 MMC
SN17MOV,abellio-london,8881,195,ADL Enviro200 MMC
SN17MPE,abellio-london,8882,195,ADL Enviro200 MMC
SN17MPF,abellio-london,8883,195,ADL Enviro200 MMC
SN17MPO,abellio-london,8884,195,ADL Enviro200 MMC
SN17MPU,abellio-london,8885,195,ADL Enviro200 MMC
SN17MPV,abellio-london,8886,195,ADL Enviro200 MMC
SN17MPX,abellio-london,8887,195,ADL Enviro200 MMC
SN17MPY,abellio-london,8888,195,ADL Enviro200 MMC
SN17MPZ,abellio-london,8889,195,ADL Enviro200 MMC
SN17MRO,abellio-london,8890,195,ADL Enviro200 MMC
SN17MRU,abellio-london,8891,195,ADL Enviro200 MMC
SN17MRV,abellio-london,8892,195,ADL Enviro200 MMC
SN17MSU,abellio-london,8893,350,ADL Enviro200 MMC
SN17MSV,abellio-london,8894,350,ADL Enviro200 MMC
SN17MSX,abellio-london,8895,350,ADL Enviro200 MMC
SN17MSY,abellio-london,8896,350,ADL Enviro200 MMC
SN17MTE,abellio-london,8897,350,ADL Enviro200 MMC
SN17MTF,abellio-london,8898,350,ADL Enviro200 MMC
SN64CVA,uno,WS46,383,Wright StreetLite WF
SK68TNL,uno,56,C10,Wright StreetLite DF
SK68TNN,uno,57,C5,Wright StreetLite DF
SK68TNO,uno,58,C10,Wright StreetLite DF
SK68TNU,uno,59,C1,Wright StreetLite DF
SK68TNV,uno,60,C10,Wright StreetLite DF
C16UNO,uno,116,C1,Dennis Dart SLF Plaxton Pointer 2
BU74YRF,uno,201,614,Volvo B8L MCV EvoSeti
BV24LUO,uno,202,614,Volvo B8L MCV EvoSeti
BU74YRG,uno,203,614,Volvo B8L MCV EvoSeti
BU74YRJ,uno,204,644,Volvo B8L MCV EvoSeti
BU74YRK,uno,205,614,Volvo B8L MCV EvoSeti
YX17NPZ,uno,250,614,ADL Enviro400 City
YX17NPY,uno,251,243,ADL Enviro400 City
YX17NRE,uno,252,635,ADL Enviro400 City
YX17NRF,uno,253,242,ADL Enviro400 City
YX17NRJ,uno,254,243,ADL Enviro400 City
YX17NRK,uno,255,242,ADL Enviro400 City
YX67VFW,uno,256,614,ADL Enviro400 MMC
YX67VFY,uno,257,243,ADL Enviro400 MMC
YX67VFR,uno,258,C1,ADL Enviro400 MMC
YX67VFS,uno,259,614,ADL Enviro400 MMC
YX67VFT,uno,260,242,ADL Enviro400 MMC
YX67VFU,uno,261,242,ADL Enviro400 MMC
YX67VFV,uno,262,614,ADL Enviro400 MMC
SK72CWE,uno,263,C1,ADL Enviro400 MMC
SK72CWF,uno,264,C1,ADL Enviro400 MMC
SK72CWG,uno,265,C1,ADL Enviro400 MMC
BX56VSM,uno,304,602,Mercedes-Benz Citaro O530
BX56VSN,uno,305,C1,Mercedes-Benz Citaro O530
BV57VHF,uno,307,602,Mercedes-Benz Citaro O530
BV57VHJ,uno,310,653,Mercedes-Benz Citaro O530
BN58BJO,uno,313,635,Mercedes-Benz Citaro O530
BF59NHV,uno,314,653,Mercedes-Benz Citaro O530
BF59NHX,uno,315,653,Mercedes-Benz Citaro O530
BF59NHY,uno,316,602,Mercedes-Benz Citaro O530
BF59NHZ,uno,317,602,Mercedes-Benz Citaro O530
BF59NJJ,uno,319,653,Mercedes-Benz Citaro O530
BF59NJK,uno,320,602,Mercedes-Benz Citaro O530
BF59NJN,uno,321,602,Mercedes-Benz Citaro O530
BF59NJO,uno,322,602,Mercedes-Benz Citaro O530
BV21ONO,uno,358,610,Volvo B8RLE MCV Evora
BV21ONU,uno,359,602,Volvo B8RLE MCV Evora
LF18AWH,uno,360,610,Volvo B8RLE MCV Evora
LF18AWJ,uno,361,653,Volvo B8RLE MCV Evora
LF18AWM,uno,362,602,Volvo B8RLE MCV Evora
LF18AWN,uno,363,610,Volvo B8RLE MCV Evora
LF18AWR,uno,364,610,Volvo B8RLE MCV Evora
LF18AWP,uno,365,610,Volvo B8RLE MCV Evora
BG14OOH,uno,366,602,Volvo B7RLE Wright Eclipse 2
BG14OOX,uno,367,610,Volvo B7RLE Wright Eclipse 2
BG14OOY,uno,368,602,Volvo B7RLE Wright Eclipse 2
BG14OPA,uno,369,602,Volvo B7RLE Wright Eclipse 2
BG14OPC,uno,370,653,Volvo B7RLE Wright Eclipse 2
BG14OPD,uno,371,C1,Volvo B7RLE Wright Eclipse 2
BG14OPF,uno,372,653,Volvo B7RLE Wright Eclipse 2
BD14KXR,uno,373,653,Volvo B7RLE Wright Eclipse 2
BD14KXS,uno,374,602,Volvo B7RLE Wright Eclipse 2
BD14KXT,uno,375,653,Volvo B7RLE Wright Eclipse 2
BD14KXV,uno,376,653,Volvo B7RLE Wright Eclipse 2
BD14KXW,uno,377,635,Volvo B7RLE Wright Eclipse 2
LF25SYY,uno,401,602,BYD B12
LF25SZC,uno,402,242,BYD B12
LF25SYZ,uno,403,625,BYD B12
LF25SYX,uno,404,602,BYD B12
LF25SYW,uno,405,602,BYD B12
C17UNO,uno,509,602,ADL Enviro200
LK10BYC,uno,510,602,ADL Enviro200
LK10BYB,uno,511,641,ADL Enviro200
LK10BYS,uno,512,,ADL Enviro200
SN65ZGU,uno,513,641,ADL Enviro200
SN65ZGV,uno,514,653,ADL Enviro200
SN65ZGW,uno,515,602,ADL Enviro200
SN65ZGX,uno,516,,ADL Enviro200
SN65ZGY,uno,517,341,ADL Enviro200
YY15NKA,uno,601,383,ADL Enviro200
YY15NKC,uno,602,383,ADL Enviro200
YY15NKD,uno,603,383,ADL Enviro200
YY15NKE,uno,604,383,ADL Enviro200
LJ12BYW,uno,606,383,ADL Enviro200
LF70YUN,uno,1460,292,BYD D8UR-DD ADL Enviro400EV
LF70YUR,uno,1461,699,BYD D8UR-DD ADL Enviro400EV
LF70YUS,uno,1462,292,BYD D8UR-DD ADL Enviro400EV
LF70YVA,uno,1463,699,BYD D8UR-DD ADL Enviro400EV
LF74UHY,uno,1466,292,BYD BD11
LF25TPY,uno,1467,292,BYD BD11
LD72XZS,uno,1468,292,BYD D8UR-DD ADL Enviro400EV
LF69UXJ,uno,1469,292,BYD D8UR-DD ADL Enviro400EV
LJ16EZN,uno,BYD1472,699,BYD K8SR
LJ16EZP,uno,BYD1474,699,BYD K8SR
SN12ARU,uno,1476,298,ADL Enviro400H
SN12ASO,uno,1477,643,ADL Enviro400H
SN65ZGO,uno,1478,643,ADL Enviro400H MMC
YY64GXG,uno,1479,699,ADL Enviro400 MMC
YX62BUA,uno,1481,298,ADL Enviro400
YX62BUE,uno,1482,653,ADL Enviro400
YX62BHD,uno,1483,298,ADL Enviro400
YX62BHW,uno,1484,298,ADL Enviro400
YX62BJF,uno,1485,683,ADL Enviro400
YX62BJU,uno,1486,653,ADL Enviro400
LK60AFY,uno,1487,683,ADL Enviro400
LK60AGY,uno,1488,653,ADL Enviro400
YX12FNW,uno,1489,699,ADL Enviro400
YX12FNY,uno,1490,688,ADL Enviro400
YX12FOC,uno,1491,292,ADL Enviro400
YX12FOD,uno,1492,298,ADL Enviro400
YX12FON,uno,1493,298,ADL Enviro400
SN12AWC,uno,1494,298,ADL Enviro400
SN12EHB,uno,1495,688,ADL Enviro400
YX62BVN,uno,1496,298,ADL Enviro400
YX62BXR,uno,1497,298,ADL Enviro400
YR10FFX,uno,1501,688,Scania CN230UD OmniCity
YR10FGC,uno,1502,688,Scania CN230UD OmniCity
YR10FGF,uno,1503,683,Scania CN230UD OmniCity
YR10FGM,uno,1504,688,Scania CN230UD OmniCity
YX12FNH,uno,1505,292,ADL Enviro400
YX12FNJ,uno,1506,298,ADL Enviro400
YX12FNK,uno,1507,292,ADL Enviro400
YX12FNL,uno,1508,688,ADL Enviro400
YX12FNN,uno,1509,298,ADL Enviro400
NH11SUL,sullivan-buses,AE4,950,ADL Enviro200
AH11SUL,sullivan-buses,AE5,358,ADL Enviro200
LX10AUT,sullivan-buses,AE6,398,ADL Enviro200
LX10AUU,sullivan-buses,AE7,306,ADL Enviro200
LX10AUY,sullivan-buses,AE8,950,ADL Enviro200
LX10AVB,sullivan-buses,AE9,84,ADL Enviro200
LX10AVD,sullivan-buses,AE10,833,ADL Enviro200
DS61SUL,sullivan-buses,AE12,84,ADL Enviro200
KS61SUL,sullivan-buses,AE14,306,ADL Enviro200
TW61SUL,sullivan-buses,AE15,398,ADL Enviro200
SB61SUL,sullivan-buses,AE16,306,ADL Enviro200
DB66SUL,sullivan-buses,AE27,84,ADL Enviro200 MMC
YX09HJN,sullivan-buses,AE28,950,ADL Enviro200
YX09HKL,sullivan-buses,AE29,84,ADL Enviro200
YX09HKT,sullivan-buses,AE30,950,ADL Enviro200
DEL1,sullivan-buses,,346,Dennis Trident East Lancs Myllennium Lolyne
SN59AWG,sullivan-buses,E35,356,ADL Enviro400
SN59AWH,sullivan-buses,E36,84,ADL Enviro400
SN59AVR,sullivan-buses,E37,398,ADL Enviro400
SN12AVX,sullivan-buses,E48,306A,ADL Enviro400
SN12AOX,sullivan-buses,E49,306,ADL Enviro400
SN12AOY,sullivan-buses,E50,84,ADL Enviro400
SN12AOZ,sullivan-buses,E51,950,ADL Enviro400
LK56FHM,sullivan-buses,E54,84,ADL Enviro400
LK56FHN,sullivan-buses,E55,832,ADL Enviro400
LK08DXW,sullivan-buses,E59,303,ADL Enviro400
LK08DXX,sullivan-buses,E60,306,ADL Enviro400
LK08NVH,sullivan-buses,E62,355,ADL Enviro400
AD17SUL,sullivan-buses,E70,833,ADL Enviro400 MMC
RC17SUL,sullivan-buses,E76,306,ADL Enviro400 MMC
RS17SUL,sullivan-buses,E78,84,ADL Enviro400 MMC
ELV1,sullivan-buses,,331,Volvo B7TL East Lancs Myllennium Vyking
WVL1,sullivan-buses,,346,Volvo B7TL Wright Eclipse Gemini
WVL3,sullivan-buses,,84,Volvo B9TL Wright Eclipse Gemini
WVL4,sullivan-buses,,355,Volvo B9TL Wright Eclipse Gemini
WVL8,sullivan-buses,,398,Volvo B7TL Wright Eclipse Gemini
SN11BVG,first-in-london,ADE40303,,ADL Enviro400
SN11BVH,first-in-london,ADE40304,,ADL Enviro400
YX61FYR,first-in-london,ADE40305,H98,ADL Enviro400
SL14LND,first-in-london,ADE40306,H98,ADL Enviro400
SL14LNE,first-in-london,ADE40307,94,ADL Enviro400
SL14LNG,first-in-london,ADE40309,H98,ADL Enviro400
SL14LNH,first-in-london,ADE40310,H98,ADL Enviro400
SN13CHC,first-in-london,ADE40491,418,ADL Enviro400
SN13CHD,first-in-london,ADE40492,662,ADL Enviro400
SN13CHH,first-in-london,ADE40493,418,ADL Enviro400
SN13CHK,first-in-london,ADE40494,E3,ADL Enviro400
YX62FAU,first-in-london,ADH45023,220,ADL Enviro400H
YX62FCM,first-in-london,ADH45024,E3,ADL Enviro400H
YX62FDD,first-in-london,ADH45025,220,ADL Enviro400H
YX62FDY,first-in-london,ADH45026,E3,ADL Enviro400H
YX62FFB,first-in-london,ADH45027,79,ADL Enviro400H
YX62FFG,first-in-london,ADH45028,H14,ADL Enviro400H
YX62FHA,first-in-london,ADH45029,H14,ADL Enviro400H
YX62FHO,first-in-london,ADH45030,220,ADL Enviro400H
YX62FJV,first-in-london,ADH45032,203,ADL Enviro400H
YX62FME,first-in-london,ADH45036,E3,ADL Enviro400H
YX62FMG,first-in-london,ADH45037,E3,ADL Enviro400H
YX62FPC,first-in-london,ADH45041,695,ADL Enviro400H
YX62FPF,first-in-london,ADH45042,E3,ADL Enviro400H
YX62FSE,first-in-london,ADH45044,220,ADL Enviro400H
YX62FTD,first-in-london,ADH45046,E3,ADL Enviro400H
YX62FTF,first-in-london,ADH45047,220,ADL Enviro400H
YX62FTP,first-in-london,ADH45048,220,ADL Enviro400H
YX62FTZ,first-in-london,ADH45049,E3,ADL Enviro400H
YX62FUT,first-in-london,ADH45050,220,ADL Enviro400H
YX62FUU,first-in-london,ADH45051,220,ADL Enviro400H
SN12APY,first-in-london,ADH45061,13,ADL Enviro400H
SN12ARF,first-in-london,ADH45062,E3,ADL Enviro400H
SN12ARO,first-in-london,ADH45063,340,ADL Enviro400H
SN12ARX,first-in-london,ADH45064,H14,ADL Enviro400H
SN12ARZ,first-in-london,ADH45065,220,ADL Enviro400H
SN12ASU,first-in-london,ADH45066,H12,ADL Enviro400H
SN12ASV,first-in-london,ADH45067,H12,ADL Enviro400H
SN12ASX,first-in-london,ADH45068,13,ADL Enviro400H
SN12ASZ,first-in-london,ADH45069,467,ADL Enviro400H
SN12ATF,first-in-london,ADH45070,94,ADL Enviro400H
SN12ATK,first-in-london,ADH45071,H98,ADL Enviro400H
SN12ATU,first-in-london,ADH45072,H98,ADL Enviro400H
SN12ATV,first-in-london,ADH45073,13,ADL Enviro400H
SN12ATX,first-in-london,ADH45074,H98,ADL Enviro400H
SN12ATY,first-in-london,ADH45075,13,ADL Enviro400H
SN12ATZ,first-in-london,ADH45076,94,ADL Enviro400H
SN12AUA,first-in-london,ADH45077,467,ADL Enviro400H
SN12AUC,first-in-london,ADH45078,79,ADL Enviro400H
YY67UUO,first-in-london,ADH45258,H12,ADL Enviro400H MMC
YY67UUP,first-in-london,ADH45259,H12,ADL Enviro400H MMC
YY67UUR,first-in-london,ADH45260,79,ADL Enviro400H MMC
YY67UUS,first-in-london,ADH45261,340,ADL Enviro400H MMC
YX68UNH,first-in-london,ADH45278,79,ADL Enviro400H MMC
YX68UNJ,first-in-london,ADH45279,79,ADL Enviro400H MMC
YX68UNK,first-in-london,ADH45280,79,ADL Enviro400H MMC
YX68UNL,first-in-london,ADH45281,340,ADL Enviro400H MMC
YX68UNM,first-in-london,ADH45282,340,ADL Enviro400H MMC
YX68UNN,first-in-london,ADH45283,79,ADL Enviro400H MMC
YX68UNP,first-in-london,ADH45284,340,ADL Enviro400H MMC
YX68UNS,first-in-london,ADH45285,H12,ADL Enviro400H MMC
YX68UNU,first-in-london,ADH45286,H12,ADL Enviro400H MMC
YX68UNV,first-in-london,ADH45287,340,ADL Enviro400H MMC
YX68UNW,first-in-london,ADH45288,340,ADL Enviro400H MMC
YX68UOJ,first-in-london,ADH45289,N5,ADL Enviro400H MMC
YX68UOK,first-in-london,ADH45290,H14,ADL Enviro400H MMC
YX68UOL,first-in-london,ADH45291,183,ADL Enviro400H MMC
YX68UOM,first-in-london,ADH45292,H14,ADL Enviro400H MMC
YX68UON,first-in-london,ADH45293,H14,ADL Enviro400H MMC
YX68UOO,first-in-london,ADH45294,H14,ADL Enviro400H MMC
YX68UOP,first-in-london,ADH45295,H14,ADL Enviro400H MMC
YX68UOR,first-in-london,ADH45296,H14,ADL Enviro400H MMC
YX68UOS,first-in-london,ADH45297,H14,ADL Enviro400H MMC
LB69JNJ,first-in-london,BCE47001,94,BYD D8UR-DD ADL Enviro400EV
LB69JNK,first-in-london,BCE47002,94,BYD D8UR-DD ADL Enviro400EV
LB69JNL,first-in-london,BCE47003,49,BYD D8UR-DD ADL Enviro400EV
LB69JNN,first-in-london,BCE47004,49,BYD D8UR-DD ADL Enviro400EV
LB69JNO,first-in-london,BCE47005,94,BYD D8UR-DD ADL Enviro400EV
LB69JNU,first-in-london,BCE47006,94,BYD D8UR-DD ADL Enviro400EV
LB69JNV,first-in-london,BCE47007,49,BYD D8UR-DD ADL Enviro400EV
LB69JNX,first-in-london,BCE47008,94,BYD D8UR-DD ADL Enviro400EV
LB69JNZ,first-in-london,BCE47009,94,BYD D8UR-DD ADL Enviro400EV
LB69JOA,first-in-london,BCE47010,94,BYD D8UR-DD ADL Enviro400EV
LB69JOH,first-in-london,BCE47011,49,BYD D8UR-DD ADL Enviro400EV
LB69JOJ,first-in-london,BCE47012,49,BYD D8UR-DD ADL Enviro400EV
LB69JOU,first-in-london,BCE47013,94,BYD D8UR-DD ADL Enviro400EV
LB69JOV,first-in-london,BCE47014,148,BYD D8UR-DD ADL Enviro400EV
LB69JPF,first-in-london,BCE47015,148,BYD D8UR-DD ADL Enviro400EV
LB69JPJ,first-in-london,BCE47016,94,BYD D8UR-DD ADL Enviro400EV
LB69JPO,first-in-london,BCE47017,49,BYD D8UR-DD ADL Enviro400EV
LB69JPU,first-in-london,BCE47018,49,BYD D8UR-DD ADL Enviro400EV
LB69JPV,first-in-london,BCE47019,49,BYD D8UR-DD ADL Enviro400EV
LB69JPX,first-in-london,BCE47020,94,BYD D8UR-DD ADL Enviro400EV
LB69JPY,first-in-london,BCE47021,49,BYD D8UR-DD ADL Enviro400EV
LB69JRO,first-in-london,BCE47022,94,BYD D8UR-DD ADL Enviro400EV
LB69JRU,first-in-london,BCE47023,49,BYD D8UR-DD ADL Enviro400EV
LB69JRV,first-in-london,BCE47024,49,BYD D8UR-DD ADL Enviro400EV
LB69JRX,first-in-london,BCE47025,94,BYD D8UR-DD ADL Enviro400EV
LB69JRZ,first-in-london,BCE47026,94,BYD D8UR-DD ADL Enviro400EV
LB69JSU,first-in-london,BCE47027,49,BYD D8UR-DD ADL Enviro400EV
LB69JSV,first-in-london,BCE47028,49,BYD D8UR-DD ADL Enviro400EV
LB69JSX,first-in-london,BCE47029,94,BYD D8UR-DD ADL Enviro400EV
LG71DVM,first-in-london,BCE47030,65,BYD D8UR-DD ADL Enviro400EV
LE21FRV,first-in-london,BCE47031,281,BYD D8UR-DD ADL Enviro400EV
LE21FRX,first-in-london,BCE47032,281,BYD D8UR-DD ADL Enviro400EV
LE21FRZ,first-in-london,BCE47033,65,BYD D8UR-DD ADL Enviro400EV
LE21FSA,first-in-london,BCE47034,65,BYD D8UR-DD ADL Enviro400EV
LG71DVN,first-in-london,BCE47035,65,BYD D8UR-DD ADL Enviro400EV
LE21FSD,first-in-london,BCE47036,281,BYD D8UR-DD ADL Enviro400EV
LE21FSF,first-in-london,BCE47037,65,BYD D8UR-DD ADL Enviro400EV
LE21FSG,first-in-london,BCE47038,281,BYD D8UR-DD ADL Enviro400EV
LE21FSJ,first-in-london,BCE47039,281,BYD D8UR-DD ADL Enviro400EV
LE21FSK,first-in-london,BCE47040,65,BYD D8UR-DD ADL Enviro400EV
LG71DVO,first-in-london,BCE47041,65,BYD D8UR-DD ADL Enviro400EV
LG71DVP,first-in-london,BCE47042,371,BYD D8UR-DD ADL Enviro400EV
LG71DVR,first-in-london,BCE47043,281,BYD D8UR-DD ADL Enviro400EV
LE21FSP,first-in-london,BCE47044,65,BYD D8UR-DD ADL Enviro400EV
LG71DVT,first-in-london,BCE47045,65,BYD D8UR-DD ADL Enviro400EV
LG71DVU,first-in-london,BCE47046,371,BYD D8UR-DD ADL Enviro400EV
LG71DVV,first-in-london,BCE47047,65,BYD D8UR-DD ADL Enviro400EV
LG71DVW,first-in-london,BCE47048,65,BYD D8UR-DD ADL Enviro400EV
LG71DVX,first-in-london,BCE47049,49,BYD D8UR-DD ADL Enviro400EV
LG71DVY,first-in-london,BCE47050,281,BYD D8UR-DD ADL Enviro400EV
LG71DVZ,first-in-london,BCE47051,65,BYD D8UR-DD ADL Enviro400EV
LG71DSX,first-in-london,BCE47052,65,BYD D8UR-DD ADL Enviro400EV
LG71DSY,first-in-london,BCE47053,65,BYD D8UR-DD ADL Enviro400EV
