route_id,lbr_vehicle_string,bustimes_types,bustimes_observed_regs,our_make,our_vehicle_type,our_propulsion,our_deck,tfl_observed_reg_count
624,B9TL/Gemini 2,,0,VOLVO,B9TL/Gemini 2,diesel,double,0
625,B9TL/Gemini 2,,0,VOLVO,B9TL/Gemini 2,diesel,double,2
626,B5LH/Gemini 3,Wright StreetDeck Electroliner,4,WRIGHTBUS,B5LH/Gemini 3,hybrid,double,4
627,?,,0,,?,diesel,single,0
628,?,,0,,?,diesel,single,0
629,?,,0,,?,diesel,single,0
63,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV | Wright StreetDeck Electroliner,41,BYD,DD/Enviro400EV City,electric,double,41
631,Solo SR 7.9m,Optare Solo SR,1,OPTARE,Solo SR 7.9m,diesel,single,1
632,E40H/Enviro400H,,0,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,0
633,B5LH/Gemini 3,,0,VOLVO,B5LH/Gemini 3,hybrid,double,0
634,B5LH/Gemini 3,,0,VOLVO,B5LH/Gemini 3,hybrid,double,0
635,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,1,VOLVO,B5LH/Gemini 3,hybrid,double,1
638,Trident/Enviro400,Wright StreetDeck Electroliner,2,WRIGHTBUS,Trident/Enviro400,diesel,double,2
639,E40H/Enviro400H,ADL Enviro400H,1,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,1
64,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,30,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,30
640,B5LH/Gemini 3,Volvo B9TL Wright Eclipse Gemini 2,1,VOLVO,B5LH/Gemini 3,hybrid,double,1
642,DD/Enviro400EV City,,0,BYD,DD/Enviro400EV City,electric,double,0
643,?,,0,,?,diesel,single,0
645,DB300/Gemini 2,,0,VOLVO,DB300/Gemini 2,diesel,double,0
646,E200Dart/Enviro200,ADL Enviro200 MMC,2,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,single,2
649,?,,0,,?,diesel,single,0
65,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV | Volvo B5LH Wright Eclipse Gemini 3,52,BYD,DD/Enviro400EV City,electric,double,52
650,?,,0,,?,diesel,single,0
651,?,,0,,?,diesel,single,0
652,E40H/Enviro400H,,0,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,0
653,?,ADL Enviro400,2,ALEXANDER DENNIS,?,diesel,single,2
655,E40D/Enviro400,,0,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,0
656,E40H/Enviro400H,,0,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,0
657,?,,0,,?,diesel,single,0
658,B9TL/Gemini 2,,0,VOLVO,B9TL/Gemini 2,diesel,double,1
66,Trident/Enviro400,Volvo B5LH Wright Eclipse Gemini 3 | ADL Enviro400,29,VOLVO,Trident/Enviro400,diesel,double,29
660,B5LH/Gemini 3,,0,VOLVO,B5LH/Gemini 3,hybrid,double,0
661,Trident/Enviro400,,0,ALEXANDER DENNIS,Trident/Enviro400,diesel,double,0
662,B5LH/Gemini 3,,0,VOLVO,B5LH/Gemini 3,hybrid,double,0
663,?,,0,,?,diesel,single,0
664,E40D/Enviro400,ADL Enviro400H MMC,1,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,1
665,E20D/Enviro200 MMC,,0,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,0
667,E40D/Enviro400 MMC,,0,ALEXANDER DENNIS,E40D/Enviro400 MMC,diesel,double,0
669,E40H/Enviro400H MMC,,0,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,0
67,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
670,E40H/Enviro400H,,0,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,0
671,E40H/Enviro400H,,0,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,0
672,?,,0,,?,diesel,single,0
674,DD/Enviro400EV City,,0,BYD,DD/Enviro400EV City,electric,double,0
675,BYD B11E02 10.9m,,0,BYD,BYD B11E02 10.9m,electric,single,0
677,B5LH/Gemini 2,BYD D8UR-DD ADL Enviro400EV,1,BYD,B5LH/Gemini 2,hybrid,double,1
678,B5LH/EvoSeti,,0,VOLVO,B5LH/EvoSeti,hybrid,double,0
679,E40H/Enviro400H,ADL Enviro400H,1,VOLVO,E40H/Enviro400H,hybrid,double,2
68,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
681,B5LH/Gemini 3,,0,VOLVO,B5LH/Gemini 3,hybrid,double,0
683,?,ADL Enviro400,2,ALEXANDER DENNIS,?,diesel,single,2
684,E40D/Enviro400,,0,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,0
685,BYD B11E02 10.9m,,0,BYD,BYD B11E02 10.9m,electric,single,0
686,E40H/Enviro400H,,0,VOLVO,E40H/Enviro400H,hybrid,double,2
687,?,,0,ALEXANDER DENNIS,?,diesel,single,0
688,?,ADL Enviro400 | ADL Enviro400 MMC,2,ALEXANDER DENNIS,?,diesel,single,2
689,Streetdeck Electroliner 10.5m,,0,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,0
69,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,20,BYD,DD/Enviro400EV City,electric,double,23
690,B5LH/Gemini3,,0,VOLVO,B5LH/Gemini3,hybrid,double,0
695,B5LH/SRM,,0,VOLVO,B5LH/SRM,hybrid,double,0
696,E40D/Enviro400,,0,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,0
697,?,,0,,?,diesel,single,0
698,B5LH/SRM,,0,VOLVO,B5LH/SRM,hybrid,double,0
699,K8SR 10.2m,BYD D8UR-DD ADL Enviro400EV,1,BYD,K8SR 10.2m,diesel,single,1
7,Streetdeck FCEV,Volvo B5LH Wright Eclipse Gemini 3 | Wright StreetDeck Hydroliner,28,WRIGHTBUS,Streetdeck FCEV,hydrogen,double,28
70,D8UR/Enviro200MMC EV,ADL Enviro200 MMC | BYD D8UR ADL Enviro200EV,37,BYD,D8UR/Enviro200MMC EV,electric,single,37
71,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,21,VOLVO,B5LH/Gemini 3,hybrid,double,21
72,E20D/Enviro200 MMC,ADL Enviro200 MMC,17,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,17
73,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
74,B5LH/Gemini 3,ADL Enviro400H MMC,15,VOLVO,B5LH/Gemini 3,hybrid,double,50
75,E40D/Enviro400 MMC,Volvo B5LH ADL Enviro400 MMC | ADL Enviro400 MMC,53,ALEXANDER DENNIS,E40D/Enviro400 MMC,diesel,double,53
76,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
77,E40H/Enviro400H MMC,ADL Enviro400H MMC,34,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,34
78,E40H/Enviro400H MMC,ADL Enviro400H MMC,30,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,31
79,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH Wright SRM | ADL Enviro400H | ADL Enviro400H MMC,33,VOLVO,B5LH/Gemini 3,hybrid,double,33
8,New Bus for London,ADL Enviro400H | ADL Enviro400 MMC,13,ALEXANDER DENNIS,New Bus for London,hybrid,double,13
80,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,28,BYD,DD/Enviro400EV City,electric,double,37
81,B9TL/Gemini 2,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH MCV EvoSeti,45,VOLVO,B9TL/Gemini 2,diesel,double,45
83,B9TL/Gemini 2,Volvo B9TL Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,43,VOLVO,B9TL/Gemini 2,diesel,double,43
85,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,28,VOLVO,B5LH/Gemini 3,hybrid,double,28
86,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,47,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,48
87,New Bus for London,ADL Enviro400H MMC,3,VOLVO,New Bus for London,hybrid,double,10
88,E40H/Enviro400H,ADL Enviro400H | ADL Enviro400H MMC,35,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,52
89,E40D/Enviro400,ADL Enviro400,16,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,32
9,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
90,B5LH/EvoSeti,Volvo B5LH MCV EvoSeti | Volvo B5LH Wright Eclipse Gemini 3,33,VOLVO,B5LH/EvoSeti,hybrid,double,33
91,B5LH/Enviro400H MMC,,0,VOLVO,B5LH/Enviro400H MMC,hybrid,double,44
92,B5LH/Gemini 3,Volvo B5LH MCV EvoSeti | ADL Enviro400H | Volvo B5LH Wright Eclipse Gemini 3,36,VOLVO,B5LH/Gemini 3,hybrid,double,36
93,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,58,BYD,DD/Enviro400EV City,electric,double,58
94,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,35,BYD,DD/Enviro400EV City,electric,double,35
95,B5LH/Gemini 3,Volvo B9TL Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,23,VOLVO,B5LH/Gemini 3,hybrid,double,23
96,B5LH/Gemini 2,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH Wright Eclipse Gemini 2,48,VOLVO,B5LH/Gemini 2,hybrid,double,48
969,E20D/Enviro200,,0,ALEXANDER DENNIS,E20D/Enviro200,diesel,single,0
97,Streetdeck/Gemini 3,Volvo B5LH ADL Enviro400 MMC | Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH MCV EvoSeti | Wright StreetDeck HEV,31,WRIGHTBUS,Streetdeck/Gemini 3,diesel,double,31
98,Streetdeck Electroliner 10.5m,BYD BD11 | Wright StreetDeck Electroliner,32,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,32
99,Trident/Enviro400,,0,WRIGHTBUS,Trident/Enviro400,electric,double,35
A10,E200Dart/Enviro200,ADL Enviro200 | ADL Enviro400 | Volvo B5LH Wright Eclipse Gemini 3 | Volvo B9TL Wright Eclipse Gemini 2,17,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,single,17
B11,E200Dart/Enviro200,ADL Enviro200,13,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,single,17
B12,E20D/Enviro200 MMC,ADL Enviro200,15,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,17
B13,D8UR/Enviro200 MMC EV,,0,BYD,D8UR/Enviro200 MMC EV,electric,single,5
B14,E100EV/Enviro100EV 8.5m,ADL Enviro200 MMC | ADL Enviro100EV,12,ALEXANDER DENNIS,E100EV/Enviro100EV 8.5m,electric,single,12
B15,E200Dart/Enviro200,ADL Enviro200,9,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,single,13
B16,Kite Electroliner 10.9m,,0,WRIGHTBUS,Kite Electroliner 10.9m,electric,single,15
BL1,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV,12,BYD,DD/Enviro400EV City,electric,double,12
C1,D8UR/Enviro200MMC EV,BYD D8UR ADL Enviro200EV,31,BYD,D8UR/Enviro200MMC EV,electric,single,31
C10,e.City Gold 10.7m,Wright GB Kite Electroliner,34,WRIGHTBUS,e.City Gold 10.7m,electric,single,34
C11,Kite Electroliner 10.3m,Wright GB Kite Electroliner,18,WRIGHTBUS,Kite Electroliner 10.3m,electric,single,18
C3,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,33,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,33
D3,D8UR/Enviro200MMC EV,,0,BYD,D8UR/Enviro200MMC EV,electric,single,10
D6,E20D/Enviro200 MMC,ADL Enviro400 | ADL Enviro200 | ADL Enviro200 MMC,19,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,19
D7,BZL (dd)/MCV,Volvo BZL DD | Wright StreetDeck Electroliner,25,WRIGHTBUS,BZL (dd)/MCV,electric,double,25
D8,BZL (dd)/MCV,Volvo BZL DD,16,VOLVO,BZL (dd)/MCV,electric,double,16
E1,B9TL/Gemini 2,Volvo B5LH MCV EvoSeti | Volvo B9TL Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,14,VOLVO,B9TL/Gemini 2,diesel,double,14
E10,E20D/Enviro200 MMC,ADL Enviro200 | ADL Enviro200 MMC,12,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,12
E11,E20D/Enviro200 MMC,ADL Enviro200 MMC,8,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,8
E2,B9TL/Gemini 2,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH MCV EvoSeti | Volvo B9TL Wright Eclipse Gemini 2,48,VOLVO,B9TL/Gemini 2,diesel,double,48
E3,E40H/Enviro400H,Volvo B5LH Wright Eclipse Gemini 3 | ADL Enviro400H,47,VOLVO,E40H/Enviro400H,hybrid,double,47
E5,E20D/Enviro200 MMC,Switch MetroCity EV | ADL Enviro200 | ADL Enviro200 MMC,18,SWITCH,E20D/Enviro200 MMC,electric,single,18
E6,Kite Electroliner 10.9m,Wright GB Kite Electroliner | ADL Enviro200 MMC,13,WRIGHTBUS,Kite Electroliner 10.9m,electric,single,13
E7,Kite Electroliner 10.9m,Wright GB Kite Electroliner | ADL Enviro200 MMC | ADL Enviro200,14,WRIGHTBUS,Kite Electroliner 10.9m,electric,single,14
E8,B9TL/Gemini 2,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH MCV EvoSeti | Volvo B9TL Wright Eclipse Gemini 2,52,VOLVO,B9TL/Gemini 2,diesel,double,53
E9,Trident/Enviro400,Volvo B5LH MCV EvoSeti | ADL Enviro400 | ADL Enviro400H | Volvo B5LH Wright Eclipse Gemini 3,18,VOLVO,Trident/Enviro400,diesel,double,18
EL1,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
EL2,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
EL3,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
G1,E100EV/Enviro100EV 8.5m,ADL Enviro100EV,13,ALEXANDER DENNIS,E100EV/Enviro100EV 8.5m,electric,single,13
H10,D8UR/Enviro200MMC EV,BYD D8UR ADL Enviro200EV,23,BYD,D8UR/Enviro200MMC EV,electric,single,23
H11,E20D/Enviro200 MMC,ADL Enviro200 MMC,19,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,19
H12,E40H/Enviro400H MMC,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH Wright SRM | ADL Enviro400H | ADL Enviro400H MMC,32,VOLVO,E40H/Enviro400H MMC,hybrid,double,32
H13,E200Dart/Enviro200,ADL Enviro200 | ADL Enviro200 MMC,15,ALEXANDER DENNIS,E200Dart/Enviro200,diesel,single,15
H14,E40H/Enviro400H MMC,BYD D8UR-DD ADL Enviro400EV | ADL Enviro400H | ADL Enviro400H MMC,10,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,10
H17,E20D/Enviro200 MMC,ADL Enviro200 MMC,14,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,14
H18,E20D/Enviro200 MMC,ADL Enviro200 MMC,7,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,7
H19,E20D/Enviro200 MMC,ADL Enviro200 MMC,9,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,9
H2,Solo SR 7.9m,Optare Solo SR,6,OPTARE,Solo SR 7.9m,diesel,single,6
H20,MetroCity EV 8.7m,ADL Enviro200 MMC | ADL Enviro200,11,ALEXANDER DENNIS,MetroCity EV 8.7m,electric,single,11
H22,E20D/Enviro200 MMC,ADL Enviro200 MMC,29,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,29
H25,E20D/Enviro200,ADL Enviro200 MMC | ADL Enviro200,21,ALEXANDER DENNIS,E20D/Enviro200,diesel,single,21
H26,E20D/Enviro200 MMC,ADL Enviro200 MMC | ADL Enviro200,10,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,10
H28,E20D/Enviro200,ADL Enviro200 | ADL Enviro200 MMC,17,ALEXANDER DENNIS,E20D/Enviro200,diesel,single,17
H3,Solo SR 7.9m,Optare Solo SR,2,OPTARE,Solo SR 7.9m,diesel,single,2
H32,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
H37,E20D/Enviro200 MMC,ADL Enviro200 MMC,14,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,14
H9,D8UR/Enviro200MMC EV,BYD D8UR ADL Enviro200EV | ADL Enviro200 MMC,24,BYD,D8UR/Enviro200MMC EV,electric,single,24
H91,New Bus for London,Volvo B5LH Wright Eclipse Gemini 3 | Volvo B5LH MCV EvoSeti,18,VOLVO,New Bus for London,hybrid,double,18
H98,New Bus for London,Volvo B5LH Wright Eclipse Gemini 3 | ADL Enviro400H | ADL Enviro400,8,VOLVO,New Bus for London,hybrid,double,8
K1,E20D/Enviro200,ADL Enviro200 | ADL Enviro200 MMC,21,ALEXANDER DENNIS,E20D/Enviro200,diesel,single,21
K2,E20D/Enviro200 MMC,ADL Enviro200 MMC,20,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,20
K3,E20D/Enviro200 MMC,ADL Enviro200 MMC,22,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,22
K4,E20D/Enviro200 MMC,ADL Enviro200 MMC,4,ALEXANDER DENNIS,E20D/Enviro200 MMC,diesel,single,4
K5,E20D/Enviro200,ADL Enviro200 | ADL Enviro200 MMC,10,ALEXANDER DENNIS,E20D/Enviro200,diesel,single,10
N1,E40H/Enviro400H MMC,ADL Enviro400H MMC,1,VOLVO,E40H/Enviro400H MMC,hybrid,double,3
N102,,,0,VOLVO,B5LH/Gemini 2,hybrid,double,0
N105,,,0,VOLVO,B5LH/Gemini 3,hybrid,double,0
N108,,,0,BYD,D9UR/Enviro200 MMC EV,electric,single,0
N109,E40H/Enviro400H MMC,ADL Enviro400H MMC,2,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,2
N11,E40H/Enviro400H MMC,ADL Enviro400H MMC,1,VOLVO,E40H/Enviro400H MMC,hybrid,double,2
N111,,,0,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,0
N113,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,2,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,2
N118,B5LH/Gemini 3,BYD BD11,4,BYD,B5LH/Gemini 3,hybrid,double,4
N119,,,0,BYD,DD/Enviro400EV City,electric,double,0
N12,,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N123,,,0,,?,diesel,,0
N128,,,0,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,0
N13,,,0,VOLVO,B5LH/EvoSeti,hybrid,double,0
N133,E40H/Enviro400H City,,0,ALEXANDER DENNIS,E40H/Enviro400H City,hybrid,double,0
N134,,,0,OPTARE,MetroDecker EV 10.5m,electric,double,0
N136,B5LH/Eclipse Gemini,ADL Enviro400H MMC,3,ALEXANDER DENNIS,B5LH/Eclipse Gemini,hybrid,double,3
N137,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N139,,,0,VOLVO,B5LH/Eclipse Gemini,hybrid,double,0
N14,,,0,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,0
N140,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,5,VOLVO,B5LH/Gemini 3,hybrid,double,5
N148,,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N149,,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N15,New Bus for London,ADL Enviro400H MMC,1,VOLVO,New Bus for London,hybrid,double,2
N155,B5LH/Gemini 3,ADL Enviro400H MMC,1,VOLVO,B5LH/Gemini 3,hybrid,double,6
N158,,,0,VOLVO,DB300/Gemini 2,diesel,double,0
N159,,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N171,E40H/Enviro400H MMC,ADL Enviro400H MMC,3,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,3
N176,,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N18,B5LH/Gemini 3,BYD BD11,5,BYD,B5LH/Gemini 3,hybrid,double,5
N188,,,0,BYD,BYD B11E02 10.9m,electric,single,0
N189,,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N19,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N199,E40D/Enviro400,Wright StreetDeck Electroliner,3,WRIGHTBUS,E40D/Enviro400,diesel,double,3
N2,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,3,VOLVO,B5LH/Gemini 3,hybrid,double,3
N20,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N205,E40H/Enviro400H,ADL Enviro400 MMC | ADL Enviro400H,2,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,2
N207,E40H/Enviro400H MMC,ADL Enviro400H MMC | ADL Enviro400 MMC,6,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,6
N21,E40H/Enviro400H MMC,ADL Enviro400H MMC,2,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,2
N213,,,0,BYD,DD/Enviro400EV City,electric,double,0
N214,,,0,BYD,D8UR/Enviro200MMC EV,electric,single,0
N22,B5LH/EvoSeti,ADL Enviro400H MMC,2,VOLVO,B5LH/EvoSeti,hybrid,double,4
N220,,,0,VOLVO,B5LH/Gemini 3,hybrid,double,0
N222,,,0,VOLVO,B5LH/Gemini 3,hybrid,double,0
N23,,,0,OPTARE,MetroDecker EV 10.5m,electric,double,0
N238,,,0,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,0
N24,,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N242,Streetdeck Electroliner 10.5m,Volvo BZL DD | Wright StreetDeck Electroliner,4,VOLVO,Streetdeck Electroliner 10.5m,electric,double,4
N243,,,0,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,0
N25,E40H/Enviro400H MMC,ADL Enviro400 MMC,10,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,10
N250,Trident/Enviro400,ADL Enviro400,1,ALEXANDER DENNIS,Trident/Enviro400,diesel,double,1
N253,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N26,E40H/Enviro400H City,Volvo BZL DD | ADL Enviro400H City,5,ALEXANDER DENNIS,E40H/Enviro400H City,hybrid,double,5
N263,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,3,VOLVO,B5LH/Gemini 3,hybrid,double,3
N264,,,0,BYD,DD/Enviro400EV City,electric,double,0
N266,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,3,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,3
N27,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N277,Streetdeck Electroliner 10.5m,Volvo BZL DD | Wright StreetDeck Electroliner,4,VOLVO,Streetdeck Electroliner 10.5m,electric,double,4
N279,Streetdeck Electroliner 10.5m,Wright StreetDeck Electroliner,5,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,5
N28,B5LH/EvoSeti,Volvo B9TL Wright Eclipse Gemini 2,2,VOLVO,B5LH/EvoSeti,hybrid,double,2
N281,,,0,BYD,DD/Enviro400EV City,electric,double,0
N285,,,0,ALEXANDER DENNIS,E40D/Enviro400 MMC,diesel,double,0
N29,B5LH/Eclipse Gemini,Volvo B5LH Wright Eclipse Gemini 2 | Volvo B5LH Wright Eclipse Gemini 3,5,VOLVO,B5LH/Eclipse Gemini,hybrid,double,5
N295,,,0,BYD,DD/Enviro400EV City,electric,double,0
N297,,,0,VOLVO,B9TL/Gemini 2,diesel,double,0
N3,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N31,E40H/Enviro400H,BYD BD11 | Volvo B5LH MCV EvoSeti,2,BYD,E40H/Enviro400H,hybrid,double,2
N32,New Bus for London,Volvo B5LH Wright Eclipse Gemini 3,3,VOLVO,New Bus for London,hybrid,double,3
N321,,,0,BYD,BYD B11E02 10.9m,electric,single,0
N33,E200Dart/Enviro200,BYD D8UR ADL Enviro200EV,1,BYD,E200Dart/Enviro200,diesel,single,1
N341,,,0,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,0
N343,E40H/Enviro400H MMC,ADL Enviro400H MMC,3,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,3
N344,,,0,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,0
N345,,,0,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,0
N35,,,0,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,0
N36,,,0,ALEXANDER DENNIS,E40D/Enviro400,diesel,double,0
N365,,,0,ALEXANDER DENNIS,Trident/Enviro400,diesel,double,0
N37,,,0,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,0
N38,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N381,DD/Enviro400EV City,BYD D8UR-DD ADL Enviro400EV | Wright StreetDeck Electroliner,4,WRIGHTBUS,DD/Enviro400EV City,electric,double,4
N390,,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N41,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,2,VOLVO,B5LH/Gemini 3,hybrid,double,2
N43,,,0,BYD,DD/Enviro400EV City,electric,double,0
N44,E40H/Enviro400H MMC,ADL Enviro400H MMC,4,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,4
N453,,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N47,,,0,VOLVO,B5LH/Enviro400H MMC,hybrid,double,0
N472,B9TL/Gemini 2,,0,VOLVO,B9TL/Gemini 2,diesel,double,0
N474,,,0,ALEXANDER DENNIS,Trident/Enviro400,diesel,double,0
N486,,,0,VOLVO,B9TL/Gemini 2,diesel,double,0
N5,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3 | ADL Enviro400H MMC,3,ALEXANDER DENNIS,B5LH/Gemini 3,hybrid,double,3
N52,,,0,VOLVO,B5LH/Eclipse Gemini,hybrid,double,0
N53,E40H/Enviro400H MMC,ADL Enviro400H MMC,3,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,3
N55,New Bus for London,,0,WRIGHTBUS,New Bus for London,hybrid,double,0
N550,E40H/Enviro400H City,Volvo BZL DD | ADL Enviro400H City,5,ALEXANDER DENNIS,E40H/Enviro400H City,hybrid,double,5
N551,E40D/Enviro400 MMC,ADL Enviro400H MMC,5,ALEXANDER DENNIS,E40D/Enviro400 MMC,diesel,double,5
N57,,,0,BYD,DD/Enviro400EV City,electric,double,0
N6,,,0,VOLVO,B5LH/Gemini 3,hybrid,double,0
N63,E40H/Enviro400H,Wright StreetDeck Electroliner | ADL Enviro400H MMC,3,ALEXANDER DENNIS,E40H/Enviro400H,hybrid,double,3
N64,,,0,WRIGHTBUS,Streetdeck Electroliner 10.5m,electric,double,0
N65,B5LH/Gemini 3,Volvo B5LH Wright Eclipse Gemini 3,1,VOLVO,B5LH/Gemini 3,hybrid,double,1
N68,E40H/Enviro400H MMC,,0,ALEXANDER DENNIS,E40H/Enviro400H MMC,hybrid,double,0
N69,,,0,BYD,DD/Enviro400EV City,electric,double,0
